"transab_cat","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2008","Not Employed","Female","2546","0.600430447384468","0.586081151224971","0.614779743543964","0"
"No transfer dependency","2008","Employed","Male","2185","0.405719164446316","0.393396863895735","0.418041464996897","0"
"No transfer dependency","2008","Employed","Female","1955","0.379057447215372","0.366429440920389","0.391685453510356","0"
"Very high transfer dependency","2008","Not Employed","Male","78","0.0299646055395503","0.0240193387090609","0.0359098723700397","4"
"Very high transfer dependency","2008","Not Employed","Female","134","0.0285152217032206","0.0236392696267486","0.0333911737796926","4"
"Very high transfer dependency","2008","Employed","Male","57","0.00943438049091944","0.00700843246351261","0.0118603285183263","4"
"Very high transfer dependency","2008","Employed","Female","87","0.0196774909343331","0.0160623443675746","0.0232926375010917","4"
"Very low transfer dependency","2008","Not Employed","Male","800","0.223708199286378","0.209176154466885","0.238240244105872","1"
"Very low transfer dependency","2008","Not Employed","Female","1324","0.249293698134515","0.236620280899465","0.261967115369564","1"
"Very low transfer dependency","2008","Employed","Male","3425","0.503711761070636","0.491164723142213","0.516258798999058","1"
"Very low transfer dependency","2008","Employed","Female","3199","0.512798060935729","0.499787852549087","0.525808269322372","1"
"Complete transfer dependency","2009","Not Employed","Male","88","0.0506696364612832","0.0427885301484496","0.0585507427741169","5"
"Complete transfer dependency","2009","Not Employed","Female","85","0.0300561508913371","0.0247898591848762","0.0353224425977981","5"
"Complete transfer dependency","2009","Employed","Male","","","","","5"
"Complete transfer dependency","2009","Employed","Female","","","","","5"
"High transfer dependency","2009","Not Employed","Female","84","0.0235587769185672","0.0188807323334317","0.0282368215037027","3"
"High transfer dependency","2009","Not Employed","Male","56","0.0222306370231793","0.0169327978239821","0.0275284762223765","3"
"High transfer dependency","2009","Employed","Female","119","0.0233326311919834","0.0193156165300471","0.0273496458539196","3"
"High transfer dependency","2009","Employed","Male","80","0.0167039113157865","0.0133782998390728","0.0200295227925002","3"
"Low transfer dependency","2009","Not Employed","Female","249","0.0671965352249051","0.0594744702897992","0.0749186001600111","2"
"Low transfer dependency","2009","Not Employed","Male","160","0.0653136900963501","0.0564351889013206","0.0741921912913796","2"
"Low transfer dependency","2009","Employed","Male","292","0.0562747782345551","0.0502947953115214","0.0622547611575888","2"
"Low transfer dependency","2009","Employed","Female","301","0.0618188199113713","0.0554103856545321","0.0682272541682106","2"
"No transfer dependency","2009","Not Employed","Male","1866","0.604416960681949","0.586846151645308","0.621987769718589","0"
"No transfer dependency","2009","Not Employed","Female","2435","0.629087856867365","0.614188891498591","0.643986822236139","0"
"No transfer dependency","2009","Employed","Male","2145","0.422514131704897","0.409696388492436","0.435331874917359","0"
"No transfer dependency","2009","Employed","Female","1997","0.402263256993744","0.389214823421095","0.415311690566394","0"
"Very high transfer dependency","2009","Not Employed","Male","60","0.0261187065241436","0.020387666377891","0.0318497466703962","4"
"Very high transfer dependency","2009","Not Employed","Female","84","0.0167634081166109","0.01280359117607","0.0207232250571519","4"
"Very high transfer dependency","2009","Employed","Male","51","0.0102584759618022","0.0076437716394369","0.0128731802841675","4"
"Very high transfer dependency","2009","Employed","Female","76","0.0207485406193604","0.0169554858721096","0.0245415953666112","4"
"Very low transfer dependency","2009","Not Employed","Female","1101","0.233337271981215","0.22029181890974","0.246382725052689","1"
"Very low transfer dependency","2009","Not Employed","Male","745","0.231250369213095","0.216099474385104","0.246401264041086","1"
"Very low transfer dependency","2009","Employed","Female","2932","0.49183675128354","0.478533422185468","0.505140080381613","1"
"Very low transfer dependency","2009","Employed","Male","3137","0.494248702782959","0.48127507187366","0.507222333692258","1"
"Complete transfer dependency","2010","Not Employed","Male","170","0.053172026529254","0.0453377114125881","0.0610063416459198","5"
"Complete transfer dependency","2010","Not Employed","Female","241","0.0311380856378988","0.0265148584982302","0.0357613127775673","5"
"Complete transfer dependency","2010","Employed","Male","","","","","5"
"Complete transfer dependency","2010","Employed","Female","","","","","5"
"High transfer dependency","2010","Not Employed","Male","101","0.0269341434301649","0.0212815650809573","0.0325867217793725","3"
"High transfer dependency","2010","Not Employed","Female","307","0.0298743252741408","0.0253429358543005","0.0344057146939812","3"
"High transfer dependency","2010","Employed","Male","219","0.0197840684213292","0.0166866773500907","0.0228814594925678","3"
"High transfer dependency","2010","Employed","Female","318","0.030171092288992","0.026322526688025","0.0340196578899591","3"
"Low transfer dependency","2010","Not Employed","Male","203","0.0616261449780386","0.0532297213988904","0.0700225685571868","2"
"Low transfer dependency","2010","Not Employed","Female","593","0.0695923352141728","0.0628192634215873","0.0763654070067583","2"
"Low transfer dependency","2010","Employed","Female","649","0.0535246858882262","0.0484607578683781","0.0585886139080744","2"
"Low transfer dependency","2010","Employed","Male","758","0.0599391099612376","0.0546593947371901","0.065218825185285","2"
"No transfer dependency","2010","Not Employed","Male","1720","0.586788517830215","0.56959554869716","0.60398148696327","0"
"No transfer dependency","2010","Not Employed","Female","2217","0.600977833281325","0.587943282377068","0.614012384185581","0"
"No transfer dependency","2010","Employed","Male","2030","0.419543178703214","0.408567013051277","0.43051934435515","0"
"No transfer dependency","2010","Employed","Female","1970","0.400513954184449","0.389489574051815","0.411538334317082","0"
"Very high transfer dependency","2010","Not Employed","Male","123","0.0278688963458113","0.0221218302228392","0.0336159624687835","4"
"Very high transfer dependency","2010","Not Employed","Female","316","0.0254724939268879","0.0212787576258074","0.0296662302279683","4"
"Very high transfer dependency","2010","Employed","Female","154","0.0163319172949967","0.0134802510785994","0.019183583511394","4"
"Very high transfer dependency","2010","Employed","Male","132","0.0167638413579643","0.0139082697658648","0.0196194129500637","4"
"Very low transfer dependency","2010","Not Employed","Male","834","0.243610270886516","0.228622242799208","0.258598298973823","1"
"Very low transfer dependency","2010","Not Employed","Female","1748","0.242944926665575","0.231529661908944","0.254360191422206","1"
"Very low transfer dependency","2010","Employed","Male","4626","0.483969801556255","0.472854428283618","0.495085174828892","1"
"Very low transfer dependency","2010","Employed","Female","4498","0.499458350343337","0.488209048652591","0.510707652034082","1"
"Complete transfer dependency","2011","Not Employed","Male","194","0.0538259404061036","0.0468033340941763","0.060848546718031","5"
"Complete transfer dependency","2011","Not Employed","Female","307","0.0349027212440002","0.0304382089283729","0.0393672335596274","5"
"Complete transfer dependency","2011","Employed","Male","","","","","5"
"Complete transfer dependency","2011","Employed","Female","","","","","5"
"High transfer dependency","2011","Not Employed","Female","369","0.0384600459932795","0.0337821840279195","0.0431379079586394","3"
"High transfer dependency","2011","Not Employed","Male","150","0.0389286847855592","0.0329096110445454","0.044947758526573","3"
"High transfer dependency","2011","Employed","Female","391","0.0301694751874707","0.0266455099884044","0.0336934403865369","3"
"High transfer dependency","2011","Employed","Male","297","0.0281235126663726","0.0247096180000022","0.0315374073327431","3"
"Low transfer dependency","2011","Not Employed","Male","250","0.0516381553638821","0.0447518006855232","0.058524510042241","2"
"Low transfer dependency","2011","Not Employed","Female","651","0.0597517456732214","0.0539860010551589","0.065517490291284","2"
"Low transfer dependency","2011","Employed","Male","912","0.0589342263639385","0.0540712340825473","0.0637972186453297","2"
"Low transfer dependency","2011","Employed","Female","847","0.0597462181568533","0.0548633211588331","0.0646291151548736","2"
"No transfer dependency","2011","Not Employed","Male","2308","0.618439283980829","0.603322919579012","0.633555648382646","0"
"No transfer dependency","2011","Not Employed","Female","2959","0.627604173717163","0.615844259618105","0.639364087816222","0"
"No transfer dependency","2011","Employed","Male","2627","0.452596508127265","0.442318258083525","0.462874758171004","0"
"No transfer dependency","2011","Employed","Female","2490","0.433936454850061","0.42372599104024","0.444146918659881","0"
"Very high transfer dependency","2011","Not Employed","Male","166","0.0302991994646785","0.0249652187034158","0.0356331802259411","4"
"Very high transfer dependency","2011","Not Employed","Female","352","0.0255684663569038","0.0217288587816382","0.0294080739321694","4"
"Very high transfer dependency","2011","Employed","Male","129","0.00975825414221628","0.00772839232009361","0.011788115964339","4"
"Very high transfer dependency","2011","Employed","Female","185","0.0137200628438329","0.0113235599469569","0.0161165657407088","4"
"Very low transfer dependency","2011","Not Employed","Male","899","0.206868735998948","0.194263907068381","0.219473564929515","1"
"Very low transfer dependency","2011","Not Employed","Female","1854","0.213712847015432","0.203741249509168","0.223684444521696","1"
"Very low transfer dependency","2011","Employed","Female","5138","0.462427788961783","0.452156139827591","0.472699438095974","1"
"Very low transfer dependency","2011","Employed","Male","5044","0.450587498700208","0.440313284039501","0.460861713360914","1"
"Complete transfer dependency","2012","Not Employed","Male","186","0.0524028801812427","0.0455306039257928","0.0592751564366927","5"
"Complete transfer dependency","2012","Not Employed","Female","264","0.0323715156548694","0.0279391979411326","0.0368038333686061","5"
"Complete transfer dependency","2012","Employed","Male","","","","","5"
"Complete transfer dependency","2012","Employed","Female","","","","","5"
"High transfer dependency","2012","Not Employed","Male","156","0.0399254391110331","0.0338875032372047","0.0459633749848615","3"
"High transfer dependency","2012","Not Employed","Female","339","0.0405657065020705","0.0356250781601435","0.0455063348439975","3"
"High transfer dependency","2012","Employed","Male","252","0.0223751674815343","0.0192580044991049","0.0254923304639637","3"
"High transfer dependency","2012","Employed","Female","371","0.0256331912872067","0.0223793329432851","0.0288870496311283","3"
"Low transfer dependency","2012","Not Employed","Female","546","0.0555818802621482","0.0498441012562244","0.0613196592680721","2"
"Low transfer dependency","2012","Not Employed","Male","241","0.0509845321098476","0.0442008259337301","0.0577682382859652","2"
"Low transfer dependency","2012","Employed","Female","734","0.0568392880634472","0.052072199419718","0.0616063767071763","2"
"Low transfer dependency","2012","Employed","Male","706","0.0545780616585398","0.0497905246709607","0.0593655986461189","2"
"No transfer dependency","2012","Not Employed","Male","2390","0.630655674507808","0.615771558926629","0.645539790088986","0"
"No transfer dependency","2012","Not Employed","Female","2938","0.626191319531393","0.614074929162269","0.638307709900516","0"
"No transfer dependency","2012","Employed","Male","2656","0.454582629798126","0.444088144307599","0.465077115288653","0"
"No transfer dependency","2012","Employed","Female","2618","0.449004350022939","0.438763513782645","0.459245186263233","0"
"Very high transfer dependency","2012","Not Employed","Female","293","0.0248445484200141","0.0209464973502268","0.0287425994898014","4"
"Very high transfer dependency","2012","Not Employed","Male","124","0.0226466885101877","0.0180585205041717","0.0272348565162037","4"
"Very high transfer dependency","2012","Employed","Female","176","0.0134937477728313","0.0111182628564719","0.0158692326891907","4"
"Very high transfer dependency","2012","Employed","Male","126","0.0115483513967163","0.00929656101001535","0.0138001417834172","4"
"Very low transfer dependency","2012","Not Employed","Male","942","0.203384785579881","0.190971272855707","0.215798298304056","1"
"Very low transfer dependency","2012","Not Employed","Female","1745","0.220445029629505","0.210063327294932","0.230826731964078","1"
"Very low transfer dependency","2012","Employed","Male","4908","0.456915789665084","0.44641693504942","0.467414644280748","1"
"Very low transfer dependency","2012","Employed","Female","5163","0.455029422853576","0.444776626538338","0.465282219168814","1"
"Complete transfer dependency","2013","Not Employed","Male","298","0.0531935651956294","0.0475437258469694","0.0588434045442894","5"
"Complete transfer dependency","2013","Not Employed","Female","353","0.0327894796011992","0.0289033271789596","0.0366756320234387","5"
"Complete transfer dependency","2013","Employed","Male","","","","","5"
"Complete transfer dependency","2013","Employed","Female","","","","","5"
"High transfer dependency","2013","Not Employed","Male","317","0.0372702194709938","0.0325014192689941","0.0420390196729934","3"
"High transfer dependency","2013","Not Employed","Female","515","0.0379577614704679","0.0337877290755445","0.0421277938653913","3"
"High transfer dependency","2013","Employed","Male","221","0.0206758480048522","0.0175623576188119","0.0237893383908926","3"
"High transfer dependency","2013","Employed","Female","327","0.0224138626928781","0.0193010782230911","0.0255266471626652","3"
"Low transfer dependency","2013","Not Employed","Male","453","0.0596213018852531","0.0536601790930049","0.0655824246775014","2"
"Low transfer dependency","2013","Not Employed","Female","789","0.0676556551950624","0.0621750024608767","0.0731363079292481","2"
"Low transfer dependency","2013","Employed","Male","593","0.0502562793159329","0.0454760248836897","0.0550365337481762","2"
"Low transfer dependency","2013","Employed","Female","642","0.050483595520087","0.0458795505638998","0.0550876404762742","2"
"No transfer dependency","2013","Not Employed","Male","2813","0.584739461611292","0.572333869945108","0.597145053277475","0"
"No transfer dependency","2013","Not Employed","Female","3267","0.599671673599799","0.588979721845279","0.610363625354319","0"
"No transfer dependency","2013","Employed","Male","2499","0.482411481033608","0.471478118075288","0.493344843991928","0"
"No transfer dependency","2013","Employed","Female","2513","0.467453260220736","0.456961191125617","0.477945329315856","0"
"Very high transfer dependency","2013","Not Employed","Male","219","0.0289175425653094","0.0246987837746988","0.0331363013559199","4"
"Very high transfer dependency","2013","Not Employed","Female","385","0.0275222295343348","0.0239521843715936","0.031092274697076","4"
"Very high transfer dependency","2013","Employed","Female","187","0.0144692050538977","0.0119580668486524","0.016980343259143","4"
"Very high transfer dependency","2013","Employed","Male","100","0.00829111143685515","0.00630706830108809","0.0102751545726222","4"
"Very low transfer dependency","2013","Not Employed","Male","1961","0.236257909271523","0.225563852382078","0.246951966160967","1"
"Very low transfer dependency","2013","Not Employed","Female","2758","0.234403200599137","0.225158903688281","0.243647497509993","1"
"Very low transfer dependency","2013","Employed","Male","4611","0.438365280208752","0.427508584150442","0.449221976267062","1"
"Very low transfer dependency","2013","Employed","Female","5018","0.445180076512401","0.434729095367363","0.455631057657439","1"
"Complete transfer dependency","2014","Not Employed","Male","214","0.0611162320976143","0.0537241914691475","0.068508272726081","5"
"Complete transfer dependency","2014","Not Employed","Female","272","0.0347822085254188","0.0300380191509353","0.0395263978999024","5"
"Complete transfer dependency","2014","Employed","Male","","","","","5"
"Complete transfer dependency","2014","Employed","Female","","","","","5"
"High transfer dependency","2014","Not Employed","Female","331","0.033963483105614","0.0292734742465475","0.0386534919646806","3"
"High transfer dependency","2014","Not Employed","Male","201","0.0411226601347537","0.034994892731355","0.0472504275381523","3"
"High transfer dependency","2014","Employed","Female","346","0.0283654274645173","0.024939019099887","0.0317918358291477","3"
"High transfer dependency","2014","Employed","Male","259","0.0227259706253817","0.0195696641880269","0.0258822770627365","3"
"Low transfer dependency","2014","Not Employed","Female","545","0.0588495895337574","0.0527560165508509","0.0649431625166638","2"
"Low transfer dependency","2014","Not Employed","Male","275","0.0586934547296786","0.0514400732363941","0.0659468362229631","2"
"Low transfer dependency","2014","Employed","Female","697","0.0628631521373455","0.0578536731439997","0.0678726311306912","2"
"Low transfer dependency","2014","Employed","Male","666","0.0554128202604586","0.0505673502239195","0.0602582902969977","2"
"No transfer dependency","2014","Not Employed","Male","2197","0.60896336720605","0.593904772302076","0.624021962110024","0"
"No transfer dependency","2014","Not Employed","Female","2656","0.62438835459737","0.611849216033609","0.63692749316113","0"
"No transfer dependency","2014","Employed","Male","2682","0.476425350528371","0.465847522596779","0.487003178459963","0"
"No transfer dependency","2014","Employed","Female","2661","0.454548857025706","0.444271979316298","0.464825734735114","0"
"Very high transfer dependency","2014","Not Employed","Female","280","0.0287086846959464","0.024385018268634","0.0330323511232587","4"
"Very high transfer dependency","2014","Not Employed","Male","166","0.0343965937497851","0.028772698056868","0.0400204894427022","4"
"Very high transfer dependency","2014","Employed","Female","193","0.0151676095835825","0.0126451006784013","0.0176901184887637","4"
"Very high transfer dependency","2014","Employed","Male","142","0.0119941971045213","0.00968864415816289","0.0142997500508797","4"
"Very low transfer dependency","2014","Not Employed","Male","981","0.195707692082118","0.183464601873803","0.207950782290434","1"
"Very low transfer dependency","2014","Not Employed","Female","1646","0.219307679541894","0.208594024630889","0.230021334452899","1"
"Very low transfer dependency","2014","Employed","Female","5121","0.439054953788848","0.428812298079054","0.449297609498643","1"
"Very low transfer dependency","2014","Employed","Male","4815","0.433441661481268","0.422946299886721","0.443937023075814","1"
"Complete transfer dependency","2015","Not Employed","Male","302","0.0722724499847443","0.0647178401492594","0.0798270598202292","5"
"Complete transfer dependency","2015","Not Employed","Female","337","0.0391166273721125","0.0342653417119263","0.0439679130322988","5"
"Complete transfer dependency","2015","Employed","Male","","","","","5"
"Complete transfer dependency","2015","Employed","Female","","","","","5"
"High transfer dependency","2015","Not Employed","Female","340","0.0342841507120523","0.0297309983344608","0.0388373030896439","3"
"High transfer dependency","2015","Not Employed","Male","198","0.0313292464869857","0.0262467335491225","0.0364117594248489","3"
"High transfer dependency","2015","Employed","Male","228","0.0219558444103221","0.0187398904574609","0.0251717983631834","3"
"High transfer dependency","2015","Employed","Female","300","0.027919961849505","0.0244144117047538","0.0314255119942562","3"
"Low transfer dependency","2015","Not Employed","Male","299","0.0558610904080679","0.0491608856225586","0.0625612951935771","2"
"Low transfer dependency","2015","Not Employed","Female","552","0.0615631812579648","0.0555486213687419","0.0675777411471876","2"
"Low transfer dependency","2015","Employed","Male","513","0.0473069900122282","0.0426479690351207","0.0519660109893358","2"
"Low transfer dependency","2015","Employed","Female","563","0.052368915810699","0.0476286335614012","0.0571091980599969","2"
"No transfer dependency","2015","Not Employed","Male","2406","0.622427949181732","0.608284351749704","0.636571546613759","0"
"No transfer dependency","2015","Not Employed","Female","2860","0.626379737034161","0.614274456221743","0.638485017846578","0"
"No transfer dependency","2015","Employed","Male","2645","0.49838185263805","0.487408906475819","0.509354798800282","0"
"No transfer dependency","2015","Employed","Female","2601","0.473700242688051","0.463075555569162","0.484324929806939","0"
"Very high transfer dependency","2015","Not Employed","Female","311","0.0247089005672785","0.0208244048339109","0.0285933963006461","4"
"Very high transfer dependency","2015","Not Employed","Male","192","0.0338470096154208","0.0285710856521215","0.0391229335787201","4"
"Very high transfer dependency","2015","Employed","Female","140","0.0140365667758334","0.0115332914806444","0.0165398420710225","4"
"Very high transfer dependency","2015","Employed","Male","113","0.0123957572352312","0.00996756244506174","0.0148239520254007","4"
"Very low transfer dependency","2015","Not Employed","Male","1116","0.18426225432305","0.172951048800134","0.195573459845966","1"
"Very low transfer dependency","2015","Not Employed","Female","1735","0.213947403056431","0.203685683997322","0.22420912211554","1"
"Very low transfer dependency","2015","Employed","Male","4477","0.419959555704168","0.409128061031998","0.430791050376338","1"
"Very low transfer dependency","2015","Employed","Female","4880","0.431974312875912","0.421433825069122","0.442514800682701","1"
"Complete transfer dependency","2016","Not Employed","Male","222","0.0693864824178956","0.0610764629550625","0.0776965018807287","5"
"Complete transfer dependency","2016","Not Employed","Female","248","0.0314131973660343","0.0265888887535838","0.0362375059784848","5"
"Complete transfer dependency","2016","Employed","Male","","","","","5"
"Complete transfer dependency","2016","Employed","Female","","","","","5"
"High transfer dependency","2016","Not Employed","Female","255","0.0324160796645249","0.0275179045945362","0.0373142547345136","3"
"High transfer dependency","2016","Not Employed","Male","149","0.0394733977229614","0.0331056348726423","0.0458411605732806","3"
"High transfer dependency","2016","Employed","Female","251","0.0257430525154115","0.0223312931649803","0.0291548118658428","3"
"High transfer dependency","2016","Employed","Male","181","0.0202049832129607","0.0170594464804878","0.0233505199454337","3"
"Low transfer dependency","2016","Not Employed","Female","453","0.0623972738345909","0.0557076457214512","0.0690869019477306","2"
"Low transfer dependency","2016","Not Employed","Male","243","0.0688252904189378","0.0605464494640882","0.0771041313737875","2"
"Low transfer dependency","2016","Employed","Female","605","0.0562277116132553","0.0512649841209401","0.0611904391055704","2"
"Low transfer dependency","2016","Employed","Male","543","0.0521710652027076","0.0471996763496245","0.0571424540557907","2"
"No transfer dependency","2016","Not Employed","Male","2010","0.608461752584761","0.592499886411494","0.624423618758029","0"
"No transfer dependency","2016","Not Employed","Female","2428","0.62382237166827","0.610424472913501","0.637220270423038","0"
"No transfer dependency","2016","Employed","Male","2586","0.485854553530623","0.474680929952712","0.497028177108533","0"
"No transfer dependency","2016","Employed","Female","2645","0.480329982722146","0.469566686520717","0.491093278923575","0"
"Very high transfer dependency","2016","Not Employed","Female","266","0.027386643531762","0.0228727713619368","0.0319005157015873","4"
"Very high transfer dependency","2016","Not Employed","Male","155","0.0316603593062752","0.025934354581128","0.0373863640314223","4"
"Very high transfer dependency","2016","Employed","Female","141","0.0126097277466671","0.0102058692986572","0.015013586194677","4"
"Very high transfer dependency","2016","Employed","Male","117","0.0125864466677806","0.010094154154048","0.0150787391815133","4"
"Very low transfer dependency","2016","Not Employed","Male","813","0.182192717549169","0.169569475185131","0.194815959913207","1"
"Very low transfer dependency","2016","Not Employed","Female","1372","0.222564433934818","0.211059879015668","0.234068988853969","1"
"Very low transfer dependency","2016","Employed","Female","4635","0.42508952540252","0.414439468555054","0.435739582249986","1"
"Very low transfer dependency","2016","Employed","Male","4259","0.429182951385929","0.418117539103209","0.440248363668648","1"
"Complete transfer dependency","2017","Not Employed","Male","1209","0.0818801145544645","0.0742505035643309","0.089509725544598","5"
"Complete transfer dependency","2017","Not Employed","Female","862","0.0367902382575813","0.0320114777279528","0.0415689987872098","5"
"Complete transfer dependency","2017","Employed","Male","","","","","5"
"Complete transfer dependency","2017","Employed","Female","","","","","5"
"High transfer dependency","2017","Not Employed","Male","250","0.0444518347524901","0.0387168190072388","0.0501868504977414","3"
"High transfer dependency","2017","Not Employed","Female","318","0.0338164056498017","0.0292277857752591","0.0384050255243443","3"
"High transfer dependency","2017","Employed","Male","238","0.0181823969601785","0.015393682693457","0.0209711112268999","3"
"High transfer dependency","2017","Employed","Female","293","0.0259863878758117","0.022745992012491","0.0292267837391324","3"
"Low transfer dependency","2017","Not Employed","Male","259","0.0485235519977064","0.0425444110537073","0.0545026929417055","2"
"Low transfer dependency","2017","Not Employed","Female","489","0.0672067265543128","0.0608506721734465","0.073562780935179","2"
"Low transfer dependency","2017","Employed","Male","573","0.0487644296129714","0.0442691298323816","0.0532597293935611","2"
"Low transfer dependency","2017","Employed","Female","563","0.0446299419443706","0.0404242101691224","0.0488356737196189","2"
"No transfer dependency","2017","Not Employed","Male","2123","0.60274799715353","0.589131530926183","0.616364463380877","0"
"No transfer dependency","2017","Not Employed","Female","2535","0.625796973643993","0.613512433407052","0.638081513880934","0"
"No transfer dependency","2017","Employed","Male","3135","0.494483073939642","0.484047733793577","0.504918414085707","0"
"No transfer dependency","2017","Employed","Female","3144","0.485693302378615","0.475513607871197","0.495872996886033","0"
"Very high transfer dependency","2017","Not Employed","Female","303","0.028361384154746","0.0241472862167048","0.0325754820927872","4"
"Very high transfer dependency","2017","Not Employed","Male","224","0.0336502399242289","0.028632308387602","0.0386681714608559","4"
"Very high transfer dependency","2017","Employed","Female","132","0.0102396455392599","0.00818919127754325","0.0122900998009765","4"
"Very high transfer dependency","2017","Employed","Male","150","0.0123790785319114","0.0100712563491234","0.0146869007146993","4"
"Very low transfer dependency","2017","Not Employed","Male","896","0.18874626161758","0.177857436761568","0.199635086473592","1"
"Very low transfer dependency","2017","Not Employed","Female","1454","0.208028271739565","0.19772430258681","0.21833224089232","1"
"Very low transfer dependency","2017","Employed","Male","4722","0.426191020955297","0.415869377296156","0.436512664614438","1"
"Very low transfer dependency","2017","Employed","Female","5128","0.433450722261943","0.423357465804989","0.443543978718897","1"
"Complete transfer dependency","2018","Not Employed","Male","1515","0.078698987016278","0.0714626557251418","0.0859353183074142","5"
"Complete transfer dependency","2018","Not Employed","Female","1131","0.0425169993677871","0.0374817295445647","0.0475522691910096","5"
"Complete transfer dependency","2018","Employed","Male","","","","","5"
"Complete transfer dependency","2018","Employed","Female","","","","","5"
"High transfer dependency","2018","Not Employed","Female","427","0.039258770723283","0.0344120558535894","0.0441054855929766","3"
"High transfer dependency","2018","Not Employed","Male","271","0.0361855186657552","0.0311667495071692","0.0412042878243412","3"
"High transfer dependency","2018","Employed","Female","290","0.0197698273407989","0.0168993806608486","0.0226402740207492","3"
"High transfer dependency","2018","Employed","Male","350","0.0258465549518538","0.0225157080108523","0.0291774018928553","3"
"Low transfer dependency","2018","Not Employed","Male","278","0.0502868717768044","0.0444139174065413","0.0561598261470675","2"
"Low transfer dependency","2018","Not Employed","Female","465","0.0620684311689915","0.0560470396094446","0.0680898227285384","2"
"Low transfer dependency","2018","Employed","Male","594","0.0458110167840384","0.0414222568727953","0.0501997766952814","2"
"Low transfer dependency","2018","Employed","Female","549","0.045612458866759","0.0413102832394269","0.049914634494091","2"
"No transfer dependency","2018","Not Employed","Male","2091","0.619514912865568","0.606467398064564","0.632562427666572","0"
"No transfer dependency","2018","Not Employed","Female","2471","0.630791392655434","0.618747837763791","0.642834947547077","0"
"No transfer dependency","2018","Employed","Male","3112","0.49379003663947","0.483295188360913","0.504284884918028","0"
"No transfer dependency","2018","Employed","Female","3076","0.478158439256215","0.467858391047158","0.488458487465271","0"
"Very high transfer dependency","2018","Not Employed","Female","403","0.028272460331606","0.024135989504147","0.032408931159065","4"
"Very high transfer dependency","2018","Not Employed","Male","328","0.0338305168296565","0.028971884114236","0.0386891495450771","4"
"Very high transfer dependency","2018","Employed","Female","122","0.0112491508816106","0.00907451115134762","0.0134237906118735","4"
"Very high transfer dependency","2018","Employed","Male","208","0.0115965753840043","0.00934922050480317","0.0138439302632055","4"
"Very low transfer dependency","2018","Not Employed","Male","836","0.181483192845938","0.171125450530913","0.191840935160963","1"
"Very low transfer dependency","2018","Not Employed","Female","1271","0.197091945752898","0.187164368980578","0.207019522525219","1"
"Very low transfer dependency","2018","Employed","Female","4998","0.445210123654617","0.434962320091263","0.455457927217971","1"
"Very low transfer dependency","2018","Employed","Male","4454","0.422955816240633","0.412585507328226","0.433326125153041","1"
"Complete transfer dependency","2019","Not Employed","Male","1341","0.0719777756209241","0.0647859048252754","0.0791696464165728","5"
"Complete transfer dependency","2019","Not Employed","Female","1106","0.0403251764190598","0.0353127559459704","0.0453375968921492","5"
"Complete transfer dependency","2019","Employed","Male","","","","","5"
"Complete transfer dependency","2019","Employed","Female","","","","","5"
"High transfer dependency","2019","Not Employed","Male","198","0.0377283590297723","0.0324262789952169","0.0430304390643278","3"
"High transfer dependency","2019","Not Employed","Female","341","0.0375751908468407","0.0327297721728284","0.0424206095208531","3"
"High transfer dependency","2019","Employed","Male","363","0.0235703716110836","0.0205089237803867","0.0266318194417806","3"
"High transfer dependency","2019","Employed","Female","232","0.0171590620852533","0.0144619739577743","0.0198561502127324","3"
"Low transfer dependency","2019","Not Employed","Female","417","0.0653656762538139","0.0590678155778715","0.0716635369297562","2"
"Low transfer dependency","2019","Not Employed","Male","251","0.0588852000149674","0.0523344978170746","0.0654359022128603","2"
"Low transfer dependency","2019","Employed","Male","520","0.0476100137885837","0.0433128714683974","0.0519071561087701","2"
"Low transfer dependency","2019","Employed","Female","497","0.0498812073027353","0.0453598984184666","0.0544025161870041","2"
"No transfer dependency","2019","Not Employed","Male","2136","0.61747092571366","0.603946963183212","0.630994888244109","0"
"No transfer dependency","2019","Not Employed","Female","2452","0.6314536375349","0.619161876581992","0.643745398487809","0"
"No transfer dependency","2019","Employed","Male","3666","0.494749043519612","0.484659553208723","0.504838533830501","0"
"No transfer dependency","2019","Employed","Female","3237","0.470196001458312","0.459830177541519","0.480561825375105","0"
"Very high transfer dependency","2019","Not Employed","Female","328","0.0270644163976417","0.0229297670531711","0.0311990657421123","4"
"Very high transfer dependency","2019","Not Employed","Male","193","0.0340807040834731","0.0290319039612981","0.0391295042056482","4"
"Very high transfer dependency","2019","Employed","Male","250","0.0100319423960705","0.00802087660023829","0.0120430081919027","4"
"Very high transfer dependency","2019","Employed","Female","108","0.00878065246405252","0.00684309306699076","0.0107182118611143","4"
"Very low transfer dependency","2019","Not Employed","Male","842","0.179857035537203","0.169169637735334","0.190544433339071","1"
"Very low transfer dependency","2019","Not Employed","Female","1273","0.198215902547743","0.188058205108281","0.208373599987206","1"
"Very low transfer dependency","2019","Employed","Male","4634","0.42403862868465","0.414065703454856","0.434011553914444","1"
"Very low transfer dependency","2019","Employed","Female","4832","0.453983076689647","0.443642860254086","0.464323293125208","1"
