"transab_cat2","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2010","indirect migration background","Male","395","0.761951928322564","0.726097354238195","0.797806502406933"
"Very low transfer dependency","2010","indirect migration background","Female","451","0.760211864115329","0.727737158817814","0.792686569412844"
"Low transfer dependency","2010","no migration background","Male","691","0.0452865936204614","0.0410370104263517","0.0495361768145712"
"Low transfer dependency","2010","no migration background","Female","911","0.0497599819701928","0.0456766830787611","0.0538432808616245"
"Low transfer dependency","2010","direct migration background","Male","202","0.141772951194295","0.122686176288022","0.160859726100568"
"Low transfer dependency","2010","direct migration background","Female","231","0.109285999415164","0.0939262241559064","0.124645774674422"
"Low transfer dependency","2010","indirect migration background","Male","68","0.0989153935622899","0.0737813030529147","0.124049484071665"
"Low transfer dependency","2010","indirect migration background","Female","100","0.101636254311387","0.0786528431951091","0.124619665427664"
"High transfer dependency","2010","no migration background","Male","207","0.0167067521993812","0.0140872875506684","0.019326216848094"
"High transfer dependency","2010","no migration background","Female","462","0.0263039598280434","0.0232987370371896","0.0293091826188973"
"High transfer dependency","2010","direct migration background","Male","82","0.0427175215786619","0.0316523579249551","0.0537826852323688"
"High transfer dependency","2010","direct migration background","Female","107","0.0406161363493048","0.0308980899856359","0.0503341827129736"
"High transfer dependency","2010","indirect migration background","Male","31","0.0594165699580883","0.039514378581241","0.0793187613349355"
"High transfer dependency","2010","indirect migration background","Female","56","0.0641960975814314","0.0455533125595944","0.0828388826032684"
"Very high transfer dependency","2010","no migration background","Male","283","0.0304468203195148","0.0269354083322173","0.0339582323068124"
"Very high transfer dependency","2010","no migration background","Female","539","0.0282753502865661","0.0251627022731208","0.0313879983000115"
"Very high transfer dependency","2010","direct migration background","Male","141","0.0951780915254076","0.07912033706694","0.111235845983875"
"Very high transfer dependency","2010","direct migration background","Female","192","0.0749790720388826","0.062013870635245","0.0879442734425202"
"Very high transfer dependency","2010","indirect migration background","Male","48","0.0797161081570578","0.0569136114420238","0.102518604872092"
"Very high transfer dependency","2010","indirect migration background","Female","57","0.0739557839918526","0.0540506096504587","0.0938609583332465"
"Very low transfer dependency","2011","no migration background","Male","9502","0.897968187073503","0.892314484120167","0.903621890026838"
"Very low transfer dependency","2011","no migration background","Female","10787","0.892701861284991","0.887400009507847","0.898003713062135"
"Very low transfer dependency","2011","direct migration background","Male","950","0.753883697559122","0.731495421172432","0.776271973945813"
"Very low transfer dependency","2011","direct migration background","Female","1194","0.768402821093916","0.748925384219668","0.787880257968163"
"Very low transfer dependency","2011","indirect migration background","Male","466","0.807860084316156","0.776947688238863","0.838772480393449"
"Very low transfer dependency","2011","indirect migration background","Female","504","0.748842964225704","0.718131412686253","0.779554515765155"
"Low transfer dependency","2011","no migration background","Male","859","0.0481774776862816","0.0441777103664564","0.0521772450061068"
"Low transfer dependency","2011","no migration background","Female","1106","0.0497239873997731","0.0460001893087494","0.0534477854907969"
"Low transfer dependency","2011","direct migration background","Male","221","0.105653997260309","0.0896770410734143","0.121630953447205"
"Low transfer dependency","2011","direct migration background","Female","270","0.100234597200049","0.0863688216003672","0.114100372799731"
"Low transfer dependency","2011","indirect migration background","Male","82","0.0724298397568698","0.052092790388937","0.0927668891248025"
"Low transfer dependency","2011","indirect migration background","Female","122","0.120384856564365","0.097340425799707","0.143429287329023"
"High transfer dependency","2011","no migration background","Male","298","0.0239301835371453","0.0210755644456665","0.0267848026286242"
"High transfer dependency","2011","no migration background","Female","562","0.0287306965829001","0.0258690158650606","0.0315923773007396"
"High transfer dependency","2011","direct migration background","Male","114","0.0727968265758113","0.059293462683786","0.0863001904678366"
"High transfer dependency","2011","direct migration background","Female","133","0.0571359923398769","0.0464195627765868","0.0678524219031669"
"High transfer dependency","2011","indirect migration background","Male","35","0.0587006248267475","0.0402572223605555","0.0771440272929396"
"High transfer dependency","2011","indirect migration background","Female","65","0.0549068729558143","0.0387750159425997","0.0710387299690289"
"Very high transfer dependency","2011","no migration background","Male","352","0.0299241517030706","0.0267417977655913","0.0331065056405499"
"Very high transfer dependency","2011","no migration background","Female","635","0.0288434547323356","0.0259763303967558","0.0317105790679154"
"Very high transfer dependency","2011","direct migration background","Male","137","0.0676654786047569","0.0546107528059074","0.0807202044036065"
"Very high transfer dependency","2011","direct migration background","Female","205","0.0742265893661584","0.062123317124296","0.0863298616080208"
"Very high transfer dependency","2011","indirect migration background","Male","41","0.0610094511002267","0.0422299104339006","0.0797889917665527"
"Very high transfer dependency","2011","indirect migration background","Female","75","0.0758653062541167","0.0571143702647513","0.0946162422434821"
"Very low transfer dependency","2012","no migration background","Male","9501","0.90483685666555","0.899308528790117","0.910365184540983"
"Very low transfer dependency","2012","no migration background","Female","10779","0.89470069403869","0.889397212248494","0.900004175828887"
"Very low transfer dependency","2012","direct migration background","Male","975","0.784681190337851","0.762697647151199","0.806664733524503"
"Very low transfer dependency","2012","direct migration background","Female","1197","0.797393751943388","0.778196464011998","0.816591039874779"
"Very low transfer dependency","2012","indirect migration background","Male","475","0.808964208963719","0.777844188203028","0.84008422972441"
"Very low transfer dependency","2012","indirect migration background","Female","540","0.806309265724145","0.777988659851373","0.834629871596917"
"Low transfer dependency","2012","no migration background","Male","699","0.04283525187564","0.0390204826367099","0.04665002111457"
"Low transfer dependency","2012","no migration background","Female","989","0.0502185171057113","0.0464449399699257","0.053992094241497"
"Low transfer dependency","2012","direct migration background","Male","177","0.0995756058334277","0.0835612236199342","0.115589988046921"
"Low transfer dependency","2012","direct migration background","Female","202","0.0798717524959365","0.0669238972338294","0.0928196077580436"
"Low transfer dependency","2012","indirect migration background","Male","71","0.0998545054479973","0.0761212101814635","0.123587800714531"
"Low transfer dependency","2012","indirect migration background","Female","89","0.0867541131084107","0.0665827061344878","0.106925520082334"
"High transfer dependency","2012","no migration background","Male","292","0.0220731992864404","0.0193052375761354","0.0248411609967455"
"High transfer dependency","2012","no migration background","Female","516","0.0259204692552035","0.0231749273360785","0.0286660111743285"
"High transfer dependency","2012","direct migration background","Male","86","0.0601185724203846","0.0474054874924694","0.0728316573482997"
"High transfer dependency","2012","direct migration background","Female","132","0.0631678432645148","0.0515491853061302","0.0747865012228994"
"High transfer dependency","2012","indirect migration background","Male","30","0.0398961293092056","0.0244028858475474","0.0553893727708639"
"High transfer dependency","2012","indirect migration background","Female","62","0.0450791319656187","0.0302105772097525","0.0599476867214849"
"Very high transfer dependency","2012","no migration background","Male","331","0.0302546921723698","0.0270276883893594","0.0334816959553801"
"Very high transfer dependency","2012","no migration background","Female","583","0.0291603196003949","0.0262530899476441","0.0320675492531458"
"Very high transfer dependency","2012","direct migration background","Male","105","0.0556246314083368","0.0433667339678101","0.0678825288488635"
"Very high transfer dependency","2012","direct migration background","Female","153","0.0595666522961605","0.0482623788514355","0.0708709257408854"
"Very high transfer dependency","2012","indirect migration background","Male","37","0.051285156279078","0.033823656482755","0.068746656075401"
"Very high transfer dependency","2012","indirect migration background","Female","57","0.0618574892018257","0.0445940291537826","0.0791209492498688"
"Very low transfer dependency","2013","no migration background","Male","9098","0.903803264146814","0.89810251365485","0.909504014638777"
"Very low transfer dependency","2013","no migration background","Female","10344","0.897815185712279","0.892441359159183","0.903189012265374"
"Very low transfer dependency","2013","direct migration background","Male","2049","0.783011002344085","0.767899078097213","0.798122926590957"
"Very low transfer dependency","2013","direct migration background","Female","2431","0.775110068559524","0.761280178400413","0.788939958718634"
"Very low transfer dependency","2013","indirect migration background","Male","784","0.760973978816709","0.735053744943479","0.78689421268994"
"Very low transfer dependency","2013","indirect migration background","Female","823","0.73969559916465","0.71437858647259","0.765012611856709"
"Low transfer dependency","2013","no migration background","Male","588","0.0444183774940621","0.0404351954770002","0.048401559511124"
"Low transfer dependency","2013","no migration background","Female","880","0.0509924210418532","0.047089545988664","0.0548952960950424"
"Low transfer dependency","2013","direct migration background","Male","348","0.0907980011008657","0.080264195153139","0.101331807048592"
"Low transfer dependency","2013","direct migration background","Female","416","0.0924071963842217","0.082814284517295","0.102000108251148"
"Low transfer dependency","2013","indirect migration background","Male","110","0.100117791861483","0.0818754796073927","0.118360104115574"
"Low transfer dependency","2013","indirect migration background","Female","135","0.0855954358459771","0.0694540922239548","0.101736779467999"
"High transfer dependency","2013","no migration background","Male","276","0.0207647130738782","0.0180078105723918","0.0235216155753646"
"High transfer dependency","2013","no migration background","Female","473","0.0241048874662361","0.0213837460201154","0.0268260289123568"
"High transfer dependency","2013","direct migration background","Male","198","0.0514470055206293","0.0433480720892799","0.0595459389519788"
"High transfer dependency","2013","direct migration background","Female","277","0.0519987113094505","0.0446442174483787","0.0593532051705224"
"High transfer dependency","2013","indirect migration background","Male","64","0.0623071138370041","0.0476168177485668","0.0769974099254413"
"High transfer dependency","2013","indirect migration background","Female","92","0.0610987558842293","0.0472799241895122","0.0749175875789464"
"Very high transfer dependency","2013","no migration background","Male","315","0.0310136452852459","0.02766206095622","0.0343652296142718"
"Very high transfer dependency","2013","no migration background","Female","507","0.0270875057796321","0.024207334002783","0.0299676775564811"
"Very high transfer dependency","2013","direct migration background","Male","263","0.0747439910344199","0.0651026803528523","0.0843853017159876"
"Very high transfer dependency","2013","direct migration background","Female","377","0.080484023746804","0.0714727430993357","0.0894953043942723"
"Very high transfer dependency","2013","indirect migration background","Male","82","0.0766011154848036","0.0604373090453755","0.0927649219242318"
"Very high transfer dependency","2013","indirect migration background","Female","104","0.113610209105144","0.0953011410530671","0.131919277157221"
"Very low transfer dependency","2014","no migration background","Male","8445","0.902838298735954","0.896872775043493","0.908803822428416"
"Very low transfer dependency","2014","no migration background","Female","9491","0.896317779166733","0.890635116600326","0.902000441733139"
"Very low transfer dependency","2014","direct migration background","Male","1610","0.753071256748273","0.735554227224801","0.770588286271744"
"Very low transfer dependency","2014","direct migration background","Female","1898","0.758644778711639","0.742744046850395","0.774545510572882"
"Very low transfer dependency","2014","indirect migration background","Male","670","0.73920839018522","0.710362540301861","0.768054240068579"
"Very low transfer dependency","2014","indirect migration background","Female","736","0.758004285340391","0.731694708065626","0.784313862615157"
"Low transfer dependency","2014","no migration background","Male","530","0.0436916285296501","0.0395745028184703","0.0478087542408298"
"Low transfer dependency","2014","no migration background","Female","761","0.0517678297155962","0.0476377727739683","0.0558978866572242"
"Low transfer dependency","2014","direct migration background","Male","316","0.107242167246986","0.0946730079993086","0.119811326494663"
"Low transfer dependency","2014","direct migration background","Female","349","0.0993485948364409","0.088233101104258","0.110464088568624"
"Low transfer dependency","2014","indirect migration background","Male","95","0.106278950912566","0.0860311570646445","0.126526744760487"
"Low transfer dependency","2014","indirect migration background","Female","132","0.100341273193831","0.0818846220217056","0.118797924365957"
"High transfer dependency","2014","no migration background","Male","232","0.0224149707220004","0.0194334186965926","0.0253965227474082"
"High transfer dependency","2014","no migration background","Female","377","0.0246781196516851","0.0217861166859659","0.0275701226174044"
"High transfer dependency","2014","direct migration background","Male","177","0.0556356126675701","0.0463244730013973","0.0649467523337429"
"High transfer dependency","2014","direct migration background","Female","229","0.0576072533116821","0.0489491237579917","0.0662653828653724"
"High transfer dependency","2014","indirect migration background","Male","51","0.0510842815224916","0.0366195441504441","0.0655490188945391"
"High transfer dependency","2014","indirect migration background","Female","71","0.0511316857579426","0.0376009245447191","0.064662446971166"
"Very high transfer dependency","2014","no migration background","Male","262","0.031055102012395","0.0275611892833488","0.0345490147414411"
"Very high transfer dependency","2014","no migration background","Female","426","0.0272362714659859","0.0242020573184637","0.030270485613508"
"Very high transfer dependency","2014","direct migration background","Male","225","0.0840509633371712","0.0727799333344714","0.095321993339871"
"Very high transfer dependency","2014","direct migration background","Female","306","0.0843993731402383","0.0740695668053702","0.0947291794751063"
"Very high transfer dependency","2014","indirect migration background","Male","74","0.103428377379723","0.0834221390645971","0.123434615694849"
"Very high transfer dependency","2014","indirect migration background","Female","79","0.0905227557078348","0.0728969489739039","0.108148562441766"
"Very low transfer dependency","2015","no migration background","Male","8103","0.904156044661937","0.898080334686071","0.910231754637802"
"Very low transfer dependency","2015","no migration background","Female","9192","0.904712555245539","0.89911041665069","0.910314693840389"
"Very low transfer dependency","2015","direct migration background","Male","1959","0.781125610548147","0.765583807553671","0.796667413542623"
"Very low transfer dependency","2015","direct migration background","Female","2235","0.76506979526913","0.750394518897564","0.779745071640697"
"Very low transfer dependency","2015","indirect migration background","Male","629","0.771881322439999","0.743282310768166","0.800480334111832"
"Very low transfer dependency","2015","indirect migration background","Female","695","0.742389570088405","0.714740275908814","0.770038864267996"
"Low transfer dependency","2015","no migration background","Male","465","0.0417067513277457","0.0375805979167916","0.0458329047386998"
"Low transfer dependency","2015","no migration background","Female","654","0.0467045363396014","0.0426785342548991","0.0507305384243038"
"Low transfer dependency","2015","direct migration background","Male","270","0.0830716617693421","0.0726978674296304","0.0934454561090539"
"Low transfer dependency","2015","direct migration background","Female","359","0.0976514482661627","0.0873761878092672","0.107926708723058"
"Low transfer dependency","2015","indirect migration background","Male","77","0.0812924906846995","0.0626669373277094","0.0999180440416895"
"Low transfer dependency","2015","indirect migration background","Female","102","0.0841014603679287","0.066554097826639","0.101648822909218"
"High transfer dependency","2015","no migration background","Male","194","0.0171857405320672","0.0145034067126772","0.0198680743514573"
"High transfer dependency","2015","no migration background","Female","326","0.0228838269196238","0.0200307194696926","0.025736934369555"
"High transfer dependency","2015","direct migration background","Male","176","0.0516138832255944","0.0432977900126072","0.0599299764385816"
"High transfer dependency","2015","direct migration background","Female","236","0.05695775847684","0.0489352838892357","0.0649802330644443"
"High transfer dependency","2015","indirect migration background","Male","56","0.0683811463473559","0.0511789991615581","0.0855832935331538"
"High transfer dependency","2015","indirect migration background","Female","78","0.077420731244088","0.0605234482623654","0.0943180142258107"
"Very high transfer dependency","2015","no migration background","Male","256","0.0369514634782504","0.0330580288687872","0.0408448980877135"
"Very high transfer dependency","2015","no migration background","Female","380","0.0256990814952354","0.0226799219991051","0.0287182409913657"
"Very high transfer dependency","2015","direct migration background","Male","314","0.0841888444569166","0.0737518914934776","0.0946257974203557"
"Very high transfer dependency","2015","direct migration background","Female","376","0.0803209979878668","0.0709129610166452","0.0897290349590883"
"Very high transfer dependency","2015","indirect migration background","Male","65","0.0784450405279459","0.0601202633523443","0.0967698177035475"
"Very high transfer dependency","2015","indirect migration background","Female","86","0.0960882382995779","0.077455163326107","0.114721313273049"
"Very low transfer dependency","2016","no migration background","Male","7551","0.897768263796875","0.891284224254096","0.904252303339655"
"Very low transfer dependency","2016","no migration background","Female","8625","0.909459673204867","0.903785604846877","0.915133741562857"
"Very low transfer dependency","2016","direct migration background","Male","1582","0.777070368627571","0.759690162784055","0.794450574471086"
"Very low transfer dependency","2016","direct migration background","Female","1841","0.768004496017328","0.751939412168655","0.784069579866"
"Very low transfer dependency","2016","indirect migration background","Male","569","0.76553903352849","0.735378957401559","0.795699109655421"
"Very low transfer dependency","2016","indirect migration background","Female","648","0.74495702419888","0.716542776044492","0.773371272353268"
"Low transfer dependency","2016","no migration background","Male","445","0.0492680023886897","0.0446358568705873","0.0539001479067922"
"Low transfer dependency","2016","no migration background","Female","602","0.0461310570136898","0.0419832086721636","0.0502789053552161"
"Low transfer dependency","2016","direct migration background","Male","259","0.0904256576240497","0.0784498232540265","0.102401491994073"
"Low transfer dependency","2016","direct migration background","Female","333","0.100594340268834","0.0891464380154713","0.112042242522197"
"Low transfer dependency","2016","indirect migration background","Male","82","0.0825843896548061","0.0629893777014404","0.102179401608172"
"Low transfer dependency","2016","indirect migration background","Female","123","0.125410820033618","0.103821775128588","0.146999864938648"
"High transfer dependency","2016","no migration background","Male","163","0.0207010714221463","0.017653704749925","0.0237484380943676"
"High transfer dependency","2016","no migration background","Female","263","0.0206839053578725","0.0178696757459518","0.0234981349697932"
"High transfer dependency","2016","direct migration background","Male","119","0.0429944925212896","0.0345240816972039","0.0514649033453754"
"High transfer dependency","2016","direct migration background","Female","172","0.0514153188198913","0.0430101652815548","0.0598204723582279"
"High transfer dependency","2016","indirect migration background","Male","48","0.0612900456966886","0.0442145164844017","0.0783655749089755"
"High transfer dependency","2016","indirect migration background","Female","71","0.0785632925897414","0.061024226334916","0.0961023588445667"
"Very high transfer dependency","2016","no migration background","Male","227","0.0322626623922884","0.0284808540762386","0.0360444707083382"
"Very high transfer dependency","2016","no migration background","Female","335","0.0237253644235706","0.020716003616698","0.0267347252304433"
"Very high transfer dependency","2016","direct migration background","Male","243","0.0895094812270899","0.0775884705668729","0.101430491887307"
"Very high transfer dependency","2016","direct migration background","Female","306","0.0799858448939469","0.0696614370013658","0.090310252786528"
"Very high transfer dependency","2016","indirect migration background","Male","59","0.0905865311200156","0.0701538200502222","0.111019242189809"
"Very high transfer dependency","2016","indirect migration background","Female","62","0.0510688631777609","0.0367186180543806","0.0654191083011412"
"Very low transfer dependency","2017","no migration background","Male","8689","0.913880240679879","0.908260156851913","0.919500324507844"
"Very low transfer dependency","2017","no migration background","Female","9704","0.910983202615895","0.905658446806672","0.916307958425117"
"Very low transfer dependency","2017","direct migration background","Male","1584","0.73042519242598","0.715564285066614","0.745286099785346"
"Very low transfer dependency","2017","direct migration background","Female","1848","0.770644512856949","0.756386583118429","0.78490244259547"
"Very low transfer dependency","2017","indirect migration background","Male","631","0.769428457059922","0.740910851561684","0.797946062558159"
"Very low transfer dependency","2017","indirect migration background","Female","742","0.788894605718479","0.763265835270702","0.814523376166257"
"Low transfer dependency","2017","no migration background","Male","452","0.0374414427360533","0.0336383526471107","0.0412445328249959"
"Low transfer dependency","2017","no migration background","Female","646","0.0442775035385023","0.0404310012389605","0.0481240058380441"
"Low transfer dependency","2017","direct migration background","Male","289","0.0931249953649542","0.083392490013764","0.102857500716144"
"Low transfer dependency","2017","direct migration background","Female","298","0.0827652066977021","0.0734210735159159","0.0921093398794882"
"Low transfer dependency","2017","indirect migration background","Male","91","0.0819020742205941","0.0633360875144854","0.100468060926703"
"Low transfer dependency","2017","indirect migration background","Female","108","0.104879111821935","0.0856369457357867","0.124121277908084"
"High transfer dependency","2017","no migration background","Male","206","0.0184655113978972","0.015768516045433","0.0211625067503614"
"High transfer dependency","2017","no migration background","Female","307","0.0209725869068357","0.0182932214359238","0.0236519523777477"
"High transfer dependency","2017","direct migration background","Male","235","0.0557088130299344","0.0480275484614789","0.0633900775983899"
"High transfer dependency","2017","direct migration background","Female","244","0.0618484645451955","0.0536793343888211","0.0700175947015699"
"High transfer dependency","2017","indirect migration background","Male","47","0.0594840394397869","0.0434696865942917","0.075498392285282"
"High transfer dependency","2017","indirect migration background","Female","60","0.0508756899684738","0.0370754919784904","0.0646758879584572"
"Very high transfer dependency","2017","no migration background","Male","225","0.0302128051861709","0.0267837024730066","0.0336419078993352"
"Very high transfer dependency","2017","no migration background","Female","330","0.0237667069387672","0.020918511139538","0.0266149027379964"
"Very high transfer dependency","2017","direct migration background","Male","1317","0.120740999179131","0.109829018276173","0.13165298008209"
"Very high transfer dependency","2017","direct migration background","Female","950","0.084741815900153","0.0752969553274578","0.0941866764728482"
"Very high transfer dependency","2017","indirect migration background","Male","69","0.0891854292796974","0.0698885082283258","0.108482350331069"
"Very high transfer dependency","2017","indirect migration background","Female","64","0.0553505924911118","0.0409902407411088","0.0697109442411147"
"Very low transfer dependency","2018","no migration background","Male","8331","0.914397598290065","0.908682507698437","0.920112688881693"
"Very low transfer dependency","2018","no migration background","Female","9374","0.914466006479706","0.909138612786904","0.919793400172507"
"Very low transfer dependency","2018","direct migration background","Male","1582","0.735759735712367","0.722233433168507","0.749286038256226"
"Very low transfer dependency","2018","direct migration background","Female","1742","0.757078993280255","0.74329987620647","0.77085811035404"
"Very low transfer dependency","2018","indirect migration background","Male","618","0.795227885736591","0.767624794554569","0.822830976918614"
"Very low transfer dependency","2018","indirect migration background","Female","733","0.80896318273038","0.78426217985683","0.83366418560393"
"Low transfer dependency","2018","no migration background","Male","460","0.0397314965534927","0.035741464267964","0.0437215288390213"
"Low transfer dependency","2018","no migration background","Female","584","0.0427208150514137","0.0388686870722336","0.0465729430305938"
"Low transfer dependency","2018","direct migration background","Male","336","0.0769663398945745","0.0687897770825805","0.0851429027065684"
"Low transfer dependency","2018","direct migration background","Female","316","0.0865636771110883","0.0775287377331543","0.0955986164890223"
"Low transfer dependency","2018","indirect migration background","Male","76","0.0616356499065588","0.0451851821136291","0.0780861176994886"
"Low transfer dependency","2018","indirect migration background","Female","114","0.0793691133391299","0.0623843223937261","0.0963539042845337"
"High transfer dependency","2018","no migration background","Male","197","0.0205607809292257","0.0176619615651155","0.023459600293336"
"High transfer dependency","2018","no migration background","Female","306","0.0188303675035063","0.0162411825080017","0.021419552499011"
"High transfer dependency","2018","direct migration background","Male","350","0.0536397312495668","0.0467280589819795","0.060551403517154"
"High transfer dependency","2018","direct migration background","Female","336","0.0599720501255725","0.0523431296639881","0.0676009705871568"
"High transfer dependency","2018","indirect migration background","Male","74","0.0716917771714972","0.0540453298382841","0.0893382245047104"
"High transfer dependency","2018","indirect migration background","Female","75","0.0523784367962377","0.0383798109898264","0.0663770626026491"
"Very high transfer dependency","2018","no migration background","Male","218","0.0253101242272167","0.022101691248992","0.0285185572054413"
"Very high transfer dependency","2018","no migration background","Female","323","0.0239828109653743","0.0210684696726679","0.0268971522580807"
"Very high transfer dependency","2018","direct migration background","Male","1814","0.133634193143492","0.123196103062838","0.144072283224146"
"Very high transfer dependency","2018","direct migration background","Female","1327","0.0963852794830843","0.0869029452305428","0.105867613735626"
"Very high transfer dependency","2018","indirect migration background","Male","53","0.0714446871853527","0.0538263315746698","0.0890630427960357"
"Very high transfer dependency","2018","indirect migration background","Female","51","0.059289267134252","0.044450160302356","0.074128373966148"
"Very low transfer dependency","2019","no migration background","Male","9142","0.915052522852252","0.909566084433077","0.920538961271427"
"Very low transfer dependency","2019","no migration background","Female","9513","0.916649586031001","0.911382865332636","0.921916306729367"
"Very low transfer dependency","2019","direct migration background","Male","1561","0.73993453554934","0.725900040243093","0.753969030855587"
"Very low transfer dependency","2019","direct migration background","Female","1601","0.758663231944412","0.744259185715602","0.773067278173223"
"Very low transfer dependency","2019","indirect migration background","Male","663","0.781908000042556","0.75386507661199","0.809950923473122"
"Very low transfer dependency","2019","indirect migration background","Female","732","0.814014084639936","0.789060632208321","0.838967537071551"
"Low transfer dependency","2019","no migration background","Male","408","0.0409250383074022","0.0370263988058392","0.0448236778089652"
"Low transfer dependency","2019","no migration background","Female","566","0.047236247879249","0.0431940735157424","0.0512784222427557"
"Low transfer dependency","2019","direct migration background","Male","296","0.0839084810784123","0.0750383268765874","0.0927786352802372"
"Low transfer dependency","2019","direct migration background","Female","256","0.0872799839784226","0.0777788737155641","0.0967810942412811"
"Low transfer dependency","2019","indirect migration background","Male","67","0.0908657139208312","0.0713475199281114","0.110383907913551"
"Low transfer dependency","2019","indirect migration background","Female","92","0.0822863423249678","0.0646628436792087","0.099909840970727"
"High transfer dependency","2019","no migration background","Male","179","0.0197969782167888","0.01705572139116","0.0225382350424176"
"High transfer dependency","2019","no migration background","Female","251","0.0173862418357047","0.0148957850386573","0.019876698632752"
"High transfer dependency","2019","direct migration background","Male","337","0.053619704768709","0.0464127157120085","0.0608266938254096"
"High transfer dependency","2019","direct migration background","Female","265","0.053887439125003","0.0462865671299364","0.0614883111200696"
"High transfer dependency","2019","indirect migration background","Male","45","0.0632052156423588","0.0466808696019225","0.0797295616827951"
"High transfer dependency","2019","indirect migration background","Female","57","0.0490833272638248","0.0352281246395149","0.0629385298881348"
"Very high transfer dependency","2019","no migration background","Male","191","0.024225460623557","0.0211999197968623","0.0272510014502516"
"Very high transfer dependency","2019","no migration background","Female","251","0.0187279242540449","0.0161449250281493","0.0213109234799405"
"Very high transfer dependency","2019","direct migration background","Male","1559","0.122537278603539","0.112046511115283","0.133028046091795"
"Very high transfer dependency","2019","direct migration background","Female","1268","0.100169344952162","0.0900629550078298","0.110275734896494"
"Very high transfer dependency","2019","indirect migration background","Male","58","0.0640210703942539","0.0473976613336711","0.0806444794548368"
"Very high transfer dependency","2019","indirect migration background","Female","53","0.0546162457712713","0.0400435585873326","0.06918893295521"
