"plb0037_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Limited","2004","no migration background","general elemantary","314","0.456697700070571","0.416159050413165","0.497236349727976"
"Limited","2004","no migration background","middle vocational","480","0.0985314379758222","0.089646213320232","0.107416662631412"
"Limited","2004","no migration background","vocational + Abi","63","0.132421666635826","0.103288996412054","0.161554336859597"
"Limited","2004","no migration background","higher vocational","39","0.0556844728754711","0.0393276015585553","0.0720413441923869"
"Limited","2004","no migration background","higher education","232","0.138443860033918","0.124227088912865","0.152660631154971"
"Limited","2004","direct migration background","in school","","","",""
"Limited","2004","direct migration background","inadequately","2","","",""
"Limited","2004","direct migration background","general elemantary","26","","",""
"Limited","2004","direct migration background","middle vocational","44","0.124221090403395","0.0935413616422596","0.154900819164531"
"Limited","2004","direct migration background","vocational + Abi","10","","",""
"Limited","2004","direct migration background","higher vocational","4","","",""
"Limited","2004","direct migration background","higher education","28","","",""
"Limited","2004","indirect migration background","in school","","","",""
"Limited","2004","indirect migration background","inadequately","2","","",""
"Limited","2004","indirect migration background","general elemantary","62","0.668958175378013","0.576724607805673","0.761191742950353"
"Limited","2004","indirect migration background","middle vocational","27","","",""
"Limited","2004","indirect migration background","vocational + Abi","7","","",""
"Limited","2004","indirect migration background","higher vocational","1","","",""
"Limited","2004","indirect migration background","higher education","2","","",""
"Permanent","2005","no migration background","in school","15","","",""
"Permanent","2005","no migration background","inadequately","15","","",""
"Permanent","2005","no migration background","general elemantary","261","0.579155793667472","0.537005445880296","0.621306141454648"
"Permanent","2005","no migration background","middle vocational","3720","0.89170101267185","0.882237227537604","0.901164797806097"
"Permanent","2005","no migration background","vocational + Abi","482","0.875548775536641","0.847655680107433","0.903441870965848"
"Permanent","2005","no migration background","higher vocational","705","0.941794963746158","0.92491450147025","0.958675426022065"
"Permanent","2005","no migration background","higher education","2007","0.895858457683924","0.883080468081249","0.908636447286599"
"Permanent","2005","direct migration background","in school","","","",""
"Permanent","2005","direct migration background","inadequately","31","0.832101331293348","0.70827135107354","0.955931311513157"
"Permanent","2005","direct migration background","general elemantary","179","0.778593213864274","0.721757419862211","0.835429007866337"
"Permanent","2005","direct migration background","middle vocational","383","0.855955247725323","0.822493227507238","0.889417267943408"
"Permanent","2005","direct migration background","vocational + Abi","119","0.941334437999622","0.900302086176146","0.982366789823098"
"Permanent","2005","direct migration background","higher vocational","62","0.957488745779333","0.90806030598847","1.0069171855702"
"Permanent","2005","direct migration background","higher education","164","0.880140746999693","0.833082646457414","0.927198847541973"
"Permanent","2005","indirect migration background","in school","1","","",""
"Permanent","2005","indirect migration background","inadequately","4","","",""
"Permanent","2005","indirect migration background","general elemantary","38","0.357638010117154","0.25749549210134","0.457780528132967"
"Permanent","2005","indirect migration background","middle vocational","158","0.816745922252865","0.762858698815031","0.870633145690698"
"Permanent","2005","indirect migration background","vocational + Abi","23","","",""
"Permanent","2005","indirect migration background","higher vocational","26","","",""
"Permanent","2005","indirect migration background","higher education","43","0.867739877901296","0.771902105610854","0.963577650191738"
"Limited","2005","no migration background","in school","8","","",""
"Limited","2005","no migration background","inadequately","9","","",""
"Limited","2005","no migration background","general elemantary","266","0.420844206332528","0.378693858545352","0.462994554119704"
"Limited","2005","no migration background","middle vocational","422","0.10829898732815","0.0988352021939031","0.117762772462396"
"Limited","2005","no migration background","vocational + Abi","56","0.124451224463359","0.0965581290341517","0.152344319892567"
"Limited","2005","no migration background","higher vocational","34","0.0582050362538424","0.0413245739779352","0.0750854985297497"
"Limited","2005","no migration background","higher education","188","0.104141542316076","0.0913635527134007","0.116919531918752"
"Limited","2005","direct migration background","in school","2","","",""
"Limited","2005","direct migration background","inadequately","4","","",""
"Limited","2005","direct migration background","general elemantary","26","","",""
"Limited","2005","direct migration background","middle vocational","40","0.144044752274677","0.110582732056592","0.177506772492763"
"Limited","2005","direct migration background","vocational + Abi","7","","",""
"Limited","2005","direct migration background","higher vocational","2","","",""
"Limited","2005","direct migration background","higher education","19","","",""
"Limited","2005","indirect migration background","in school","","","",""
"Limited","2005","indirect migration background","inadequately","2","","",""
"Limited","2005","indirect migration background","general elemantary","50","0.642361989882847","0.542219471867033","0.74250450789866"
"Limited","2005","indirect migration background","middle vocational","40","0.183254077747135","0.129366854309302","0.237141301184969"
"Limited","2005","indirect migration background","vocational + Abi","3","","",""
"Limited","2005","indirect migration background","higher vocational","1","","",""
"Limited","2005","indirect migration background","higher education","5","","",""
"Permanent","2006","no migration background","in school","13","","",""
"Permanent","2006","no migration background","inadequately","18","","",""
"Permanent","2006","no migration background","general elemantary","266","0.584802176100051","0.541697115818927","0.627907236381176"
"Permanent","2006","no migration background","middle vocational","3931","0.885383295428189","0.875990914219785","0.894775676636593"
"Permanent","2006","no migration background","vocational + Abi","501","0.85205264746514","0.822905404759464","0.881199890170816"
"Permanent","2006","no migration background","higher vocational","719","0.961476046565459","0.947729764153819","0.9752223289771"
"Permanent","2006","no migration background","higher education","2118","0.874294918377551","0.86088852443331","0.887701312321791"
"Permanent","2006","direct migration background","in school","1","","",""
"Permanent","2006","direct migration background","inadequately","24","","",""
"Permanent","2006","direct migration background","general elemantary","173","0.81461114403312","0.761152608443336","0.868069679622903"
"Permanent","2006","direct migration background","middle vocational","375","0.852240652862615","0.818542825843844","0.885938479881385"
"Permanent","2006","direct migration background","vocational + Abi","123","0.929797350970766","0.886377015668161","0.973217686273371"
"Permanent","2006","direct migration background","higher vocational","69","0.968127248405598","0.928104378057464","1.00815011875373"
"Permanent","2006","direct migration background","higher education","164","0.881430588517775","0.834334027666342","0.928527149369209"
"Permanent","2006","indirect migration background","in school","2","","",""
"Permanent","2006","indirect migration background","inadequately","1","","",""
"Permanent","2006","indirect migration background","general elemantary","34","0.398694519841662","0.293987412451274","0.503401627232051"
"Permanent","2006","indirect migration background","middle vocational","147","0.75864234839881","0.698115710114547","0.819168986683073"
"Permanent","2006","indirect migration background","vocational + Abi","25","","",""
"Permanent","2006","indirect migration background","higher vocational","28","","",""
"Permanent","2006","indirect migration background","higher education","45","0.831016845695044","0.729164030049479","0.93286966134061"
"Limited","2006","no migration background","in school","4","","",""
"Limited","2006","no migration background","inadequately","13","","",""
"Limited","2006","no migration background","general elemantary","236","0.415197823899949","0.372092763618825","0.458302884181073"
"Limited","2006","no migration background","middle vocational","488","0.114616704571811","0.105224323363407","0.124009085780215"
"Limited","2006","no migration background","vocational + Abi","69","0.14794735253486","0.118800109829184","0.177094595240536"
"Limited","2006","no migration background","higher vocational","34","0.0385239534345404","0.0247776710229","0.0522702358461809"
"Limited","2006","no migration background","higher education","231","0.125705081622449","0.112298687678209","0.13911147556669"
"Limited","2006","direct migration background","in school","2","","",""
"Limited","2006","direct migration background","inadequately","3","","",""
"Limited","2006","direct migration background","general elemantary","30","0.18538885596688","0.131930320377097","0.238847391556664"
"Limited","2006","direct migration background","middle vocational","51","0.147759347137385","0.114061520118615","0.181457174156156"
"Limited","2006","direct migration background","vocational + Abi","10","","",""
"Limited","2006","direct migration background","higher vocational","5","","",""
"Limited","2006","direct migration background","higher education","17","","",""
"Limited","2006","indirect migration background","in school","","","",""
"Limited","2006","indirect migration background","inadequately","1","","",""
"Limited","2006","indirect migration background","general elemantary","50","0.601305480158338","0.49659837276795","0.706012587548726"
"Limited","2006","indirect migration background","middle vocational","45","0.24135765160119","0.180831013316927","0.301884289885453"
"Limited","2006","indirect migration background","vocational + Abi","6","","",""
"Limited","2006","indirect migration background","higher vocational","2","","",""
"Limited","2006","indirect migration background","higher education","7","","",""
"Permanent","2007","no migration background","in school","8","","",""
"Permanent","2007","no migration background","inadequately","17","","",""
"Permanent","2007","no migration background","general elemantary","233","0.56382336336443","0.518156443155723","0.609490283573137"
"Permanent","2007","no migration background","middle vocational","3786","0.880540732759607","0.870828747635287","0.890252717883928"
"Permanent","2007","no migration background","vocational + Abi","497","0.854403944549817","0.825423944311928","0.883383944787705"
"Permanent","2007","no migration background","higher vocational","671","0.95072686726468","0.934761507418485","0.966692227110875"
"Permanent","2007","no migration background","higher education","1998","0.881834424932753","0.868391299944056","0.89527754992145"
"Permanent","2007","direct migration background","in school","1","","",""
"Permanent","2007","direct migration background","inadequately","22","","",""
"Permanent","2007","direct migration background","general elemantary","140","0.858269451217676","0.804395514135683","0.912143388299669"
"Permanent","2007","direct migration background","middle vocational","337","0.865140499371925","0.831109343237615","0.899171655506235"
"Permanent","2007","direct migration background","vocational + Abi","114","0.896980478053262","0.843039423044507","0.950921533062016"
"Permanent","2007","direct migration background","higher vocational","55","0.76738144132805","0.664669901799125","0.870092980856974"
"Permanent","2007","direct migration background","higher education","149","0.809257967092697","0.751540829429798","0.866975104755595"
"Permanent","2007","indirect migration background","in school","1","","",""
"Permanent","2007","indirect migration background","inadequately","2","","",""
"Permanent","2007","indirect migration background","general elemantary","42","0.500414519216823","0.390849239297137","0.609979799136509"
"Permanent","2007","indirect migration background","middle vocational","158","0.764656320152379","0.70700611797515","0.822306522329609"
"Permanent","2007","indirect migration background","vocational + Abi","27","","",""
"Permanent","2007","indirect migration background","higher vocational","25","","",""
"Permanent","2007","indirect migration background","higher education","51","0.807534319748926","0.710184542947692","0.90488409655016"
"Limited","2007","no migration background","in school","4","","",""
"Limited","2007","no migration background","inadequately","8","","",""
"Limited","2007","no migration background","general elemantary","220","0.43617663663557","0.390509716426863","0.481843556844277"
"Limited","2007","no migration background","middle vocational","498","0.119459267240393","0.109747282116072","0.129171252364713"
"Limited","2007","no migration background","vocational + Abi","72","0.145596055450183","0.116616055212295","0.174576055688072"
"Limited","2007","no migration background","higher vocational","35","0.04927313273532","0.0333077728891248","0.0652384925815153"
"Limited","2007","no migration background","higher education","217","0.118165575067247","0.10472245007855","0.131608700055944"
"Limited","2007","direct migration background","in school","","","",""
"Limited","2007","direct migration background","inadequately","2","","",""
"Limited","2007","direct migration background","general elemantary","21","","",""
"Limited","2007","direct migration background","middle vocational","50","0.134859500628075","0.100828344493765","0.168890656762385"
"Limited","2007","direct migration background","vocational + Abi","8","","",""
"Limited","2007","direct migration background","higher vocational","10","","",""
"Limited","2007","direct migration background","higher education","29","","",""
"Limited","2007","indirect migration background","in school","2","","",""
"Limited","2007","indirect migration background","inadequately","2","","",""
"Limited","2007","indirect migration background","general elemantary","38","0.499585480783177","0.390020200863491","0.609150760702863"
"Limited","2007","indirect migration background","middle vocational","50","0.235343679847621","0.177693477670391","0.29299388202485"
"Limited","2007","indirect migration background","vocational + Abi","8","","",""
"Limited","2007","indirect migration background","higher vocational","2","","",""
"Limited","2007","indirect migration background","higher education","12","","",""
"Permanent","2008","no migration background","in school","9","","",""
"Permanent","2008","no migration background","inadequately","14","","",""
"Permanent","2008","no migration background","general elemantary","220","0.57178805642324","0.524352185562318","0.619223927284162"
"Permanent","2008","no migration background","middle vocational","3635","0.871690827771531","0.861498628275922","0.88188302726714"
"Permanent","2008","no migration background","vocational + Abi","479","0.871964326052038","0.844090704015409","0.899837948088668"
"Permanent","2008","no migration background","higher vocational","628","0.928346314444943","0.908699444428714","0.947993184461172"
"Permanent","2008","no migration background","higher education","1934","0.877365175294118","0.863483830354767","0.891246520233468"
"Permanent","2008","direct migration background","in school","","","",""
"Permanent","2008","direct migration background","inadequately","25","","",""
"Permanent","2008","direct migration background","general elemantary","129","0.812989593907994","0.751406272163235","0.874572915652753"
"Permanent","2008","direct migration background","middle vocational","323","0.876069777838373","0.841937557456342","0.910201998220405"
"Permanent","2008","direct migration background","vocational + Abi","108","0.924931068941284","0.877387488230476","0.972474649652091"
"Permanent","2008","direct migration background","higher vocational","47","0.8085264186218","0.706382573855023","0.910670263388577"
"Permanent","2008","direct migration background","higher education","129","0.837359343767087","0.779816669462959","0.894902018071215"
"Permanent","2008","indirect migration background","in school","2","","",""
"Permanent","2008","indirect migration background","inadequately","2","","",""
"Permanent","2008","indirect migration background","general elemantary","44","0.49555047458247","0.390489537097738","0.600611412067202"
"Permanent","2008","indirect migration background","middle vocational","168","0.781133980087822","0.724942773348471","0.837325186827173"
"Permanent","2008","indirect migration background","vocational + Abi","20","","",""
"Permanent","2008","indirect migration background","higher vocational","23","","",""
"Permanent","2008","indirect migration background","higher education","53","0.856290972551101","0.772294045601552","0.940287899500651"
"Limited","2008","no migration background","in school","7","","",""
"Limited","2008","no migration background","inadequately","11","","",""
"Limited","2008","no migration background","general elemantary","198","0.42821194357676","0.380776072715838","0.475647814437682"
"Limited","2008","no migration background","middle vocational","501","0.128309172228469","0.11811697273286","0.138501371724078"
"Limited","2008","no migration background","vocational + Abi","73","0.128035673947962","0.100162051911332","0.155909295984591"
"Limited","2008","no migration background","higher vocational","34","0.0716536855550569","0.052006815538828","0.0913005555712859"
"Limited","2008","no migration background","higher education","211","0.122634824705882","0.108753479766532","0.136516169645233"
"Limited","2008","direct migration background","in school","","","",""
"Limited","2008","direct migration background","inadequately","3","","",""
"Limited","2008","direct migration background","general elemantary","25","","",""
"Limited","2008","direct migration background","middle vocational","35","0.123930222161627","0.0897980017795955","0.158062442543658"
"Limited","2008","direct migration background","vocational + Abi","10","","",""
"Limited","2008","direct migration background","higher vocational","10","","",""
"Limited","2008","direct migration background","higher education","29","","",""
"Limited","2008","indirect migration background","in school","1","","",""
"Limited","2008","indirect migration background","inadequately","2","","",""
"Limited","2008","indirect migration background","general elemantary","43","0.50444952541753","0.399388587932798","0.609510462902262"
"Limited","2008","indirect migration background","middle vocational","40","0.218866019912178","0.162674813172827","0.275057226651529"
"Limited","2008","indirect migration background","vocational + Abi","6","","",""
"Limited","2008","indirect migration background","higher vocational","1","","",""
"Limited","2008","indirect migration background","higher education","14","","",""
"Permanent","2009","no migration background","in school","8","","",""
"Permanent","2009","no migration background","inadequately","12","","",""
"Permanent","2009","no migration background","general elemantary","206","0.594284571995164","0.545675979393532","0.642893164596796"
"Permanent","2009","no migration background","middle vocational","3408","0.869335937521635","0.85872151826963","0.87995035677364"
"Permanent","2009","no migration background","vocational + Abi","445","0.901068802331113","0.875054125054632","0.927083479607593"
"Permanent","2009","no migration background","higher vocational","587","0.939280251121103","0.920676144707383","0.957884357534823"
"Permanent","2009","no migration background","higher education","1811","0.879376652263307","0.865173800298249","0.893579504228366"
"Permanent","2009","direct migration background","in school","","","",""
"Permanent","2009","direct migration background","inadequately","16","","",""
"Permanent","2009","direct migration background","general elemantary","101","0.826910838138627","0.758650039216761","0.895171637060494"
"Permanent","2009","direct migration background","middle vocational","272","0.837023329881461","0.796105986961102","0.87794067280182"
"Permanent","2009","direct migration background","vocational + Abi","95","0.93977256099473","0.893602910849915","0.985942211139545"
"Permanent","2009","direct migration background","higher vocational","40","0.963765383843985","0.908548836495979","1.01898193119199"
"Permanent","2009","direct migration background","higher education","127","0.87804006559519","0.825496357956","0.930583773234379"
"Permanent","2009","indirect migration background","in school","2","","",""
"Permanent","2009","indirect migration background","inadequately","4","","",""
"Permanent","2009","indirect migration background","general elemantary","42","0.39975613606667","0.297410768789929","0.50210150334341"
"Permanent","2009","indirect migration background","middle vocational","153","0.830499524544106","0.775840238075518","0.885158811012694"
"Permanent","2009","indirect migration background","vocational + Abi","22","","",""
"Permanent","2009","indirect migration background","higher vocational","20","","",""
"Permanent","2009","indirect migration background","higher education","54","0.836516602799536","0.74988563214834","0.923147573450731"
"Limited","2009","no migration background","in school","8","","",""
"Limited","2009","no migration background","inadequately","9","","",""
"Limited","2009","no migration background","general elemantary","186","0.405715428004836","0.357106835403204","0.454324020606468"
"Limited","2009","no migration background","middle vocational","465","0.130664062478365","0.12004964322636","0.14127848173037"
"Limited","2009","no migration background","vocational + Abi","61","0.0989311976688872","0.0729165203924066","0.124945874945368"
"Limited","2009","no migration background","higher vocational","46","0.0607197488788967","0.0421156424651767","0.0793238552926167"
"Limited","2009","no migration background","higher education","209","0.120623347736693","0.106420495771634","0.134826199701751"
"Limited","2009","direct migration background","in school","","","",""
"Limited","2009","direct migration background","inadequately","2","","",""
"Limited","2009","direct migration background","general elemantary","17","","",""
"Limited","2009","direct migration background","middle vocational","41","0.162976670118539","0.12205932719818","0.203894013038898"
"Limited","2009","direct migration background","vocational + Abi","7","","",""
"Limited","2009","direct migration background","higher vocational","4","","",""
"Limited","2009","direct migration background","higher education","22","","",""
"Limited","2009","indirect migration background","in school","2","","",""
"Limited","2009","indirect migration background","inadequately","2","","",""
"Limited","2009","indirect migration background","general elemantary","46","0.60024386393333","0.49789849665659","0.702589231210071"
"Limited","2009","indirect migration background","middle vocational","28","","",""
"Limited","2009","indirect migration background","vocational + Abi","4","","",""
"Limited","2009","indirect migration background","higher vocational","3","","",""
"Limited","2009","indirect migration background","higher education","16","","",""
"Permanent","2010","no migration background","in school","12","","",""
"Permanent","2010","no migration background","inadequately","25","","",""
"Permanent","2010","no migration background","general elemantary","292","0.570566969174113","0.529009329227419","0.612124609120806"
"Permanent","2010","no migration background","middle vocational","4488","0.871469517237772","0.862315598836204","0.88062343563934"
"Permanent","2010","no migration background","vocational + Abi","717","0.886946301854347","0.865085221509084","0.908807382199609"
"Permanent","2010","no migration background","higher vocational","745","0.925601804118179","0.907485322050084","0.943718286186275"
"Permanent","2010","no migration background","higher education","2343","0.874009213359935","0.861431699959704","0.886586726760167"
"Permanent","2010","direct migration background","in school","1","","",""
"Permanent","2010","direct migration background","inadequately","37","0.792429828096603","0.675228629011717","0.909631027181488"
"Permanent","2010","direct migration background","general elemantary","188","0.712745881275685","0.654770895239922","0.770720867311447"
"Permanent","2010","direct migration background","middle vocational","414","0.844300251062065","0.812295308897457","0.876305193226672"
"Permanent","2010","direct migration background","vocational + Abi","152","0.953779195029994","0.922309487216894","0.985248902843094"
"Permanent","2010","direct migration background","higher vocational","47","0.983599393083609","0.948037150762459","1.01916163540476"
"Permanent","2010","direct migration background","higher education","215","0.832908374436481","0.788492378778114","0.877324370094848"
"Permanent","2010","indirect migration background","in school","7","","",""
"Permanent","2010","indirect migration background","inadequately","7","","",""
"Permanent","2010","indirect migration background","general elemantary","43","0.416129540037413","0.313143281692742","0.519115798382083"
"Permanent","2010","indirect migration background","middle vocational","217","0.774475018270295","0.724251364130043","0.824698672410546"
"Permanent","2010","indirect migration background","vocational + Abi","48","0.786871326629559","0.681479508880357","0.892263144378761"
"Permanent","2010","indirect migration background","higher vocational","29","","",""
"Permanent","2010","indirect migration background","higher education","95","0.865929492414624","0.802543324887792","0.929315659941456"
"Limited","2010","no migration background","in school","8","","",""
"Limited","2010","no migration background","inadequately","16","","",""
"Limited","2010","no migration background","general elemantary","253","0.429433030825887","0.387875390879194","0.470990670772581"
"Limited","2010","no migration background","middle vocational","647","0.128530482762228","0.11937656436066","0.137684401163796"
"Limited","2010","no migration background","vocational + Abi","89","0.113053698145653","0.0911926178003905","0.134914778490916"
"Limited","2010","no migration background","higher vocational","61","0.0743981958818205","0.0562817138137249","0.0925146779499162"
"Limited","2010","no migration background","higher education","331","0.125990786640065","0.113413273239834","0.138568300040296"
"Limited","2010","direct migration background","in school","1","","",""
"Limited","2010","direct migration background","inadequately","9","","",""
"Limited","2010","direct migration background","general elemantary","46","0.287254118724315","0.229279132688553","0.345229104760078"
"Limited","2010","direct migration background","middle vocational","79","0.155699748937936","0.123694806773328","0.187704691102543"
"Limited","2010","direct migration background","vocational + Abi","19","","",""
"Limited","2010","direct migration background","higher vocational","2","","",""
"Limited","2010","direct migration background","higher education","56","0.167091625563519","0.122675629905152","0.211507621221887"
"Limited","2010","indirect migration background","in school","3","","",""
"Limited","2010","indirect migration background","inadequately","2","","",""
"Limited","2010","indirect migration background","general elemantary","45","0.583870459962587","0.480884201617917","0.686856718307258"
"Limited","2010","indirect migration background","middle vocational","49","0.225524981729705","0.175301327589453","0.275748635869957"
"Limited","2010","indirect migration background","vocational + Abi","10","","",""
"Limited","2010","indirect migration background","higher vocational","6","","",""
"Limited","2010","indirect migration background","higher education","16","","",""
"Permanent","2011","no migration background","in school","10","","",""
"Permanent","2011","no migration background","inadequately","34","0.684624389125608","0.563995619337036","0.80525315891418"
"Permanent","2011","no migration background","general elemantary","417","0.583777740480267","0.547519616174499","0.620035864786036"
"Permanent","2011","no migration background","middle vocational","5407","0.869725012476547","0.861314428844075","0.878135596109019"
"Permanent","2011","no migration background","vocational + Abi","903","0.885359325626127","0.865827097307283","0.904891553944971"
"Permanent","2011","no migration background","higher vocational","875","0.923349295682541","0.906333338624039","0.940365252741043"
"Permanent","2011","no migration background","higher education","2852","0.877017687576074","0.865667172378987","0.888368202773161"
"Permanent","2011","direct migration background","in school","","","",""
"Permanent","2011","direct migration background","inadequately","44","0.841432010010173","0.743092637780894","0.939771382239451"
"Permanent","2011","direct migration background","general elemantary","199","0.829350049468164","0.782242873480092","0.876457225456237"
"Permanent","2011","direct migration background","middle vocational","508","0.82289416463257","0.792499300552952","0.853289028712188"
"Permanent","2011","direct migration background","vocational + Abi","168","0.892927842594011","0.849191351650975","0.936664333537047"
"Permanent","2011","direct migration background","higher vocational","54","0.886747863230327","0.806562381339904","0.96693334512075"
"Permanent","2011","direct migration background","higher education","255","0.85612751208307","0.817734368024551","0.894520656141589"
"Permanent","2011","indirect migration background","in school","5","","",""
"Permanent","2011","indirect migration background","inadequately","8","","",""
"Permanent","2011","indirect migration background","general elemantary","58","0.513299346472953","0.416301001212136","0.610297691733769"
"Permanent","2011","indirect migration background","middle vocational","266","0.766302002285429","0.720781554553675","0.811822450017183"
"Permanent","2011","indirect migration background","vocational + Abi","56","0.835554485532718","0.74544099421715","0.925667976848285"
"Permanent","2011","indirect migration background","higher vocational","41","0.842597172892154","0.73499079429662","0.950203551487688"
"Permanent","2011","indirect migration background","higher education","122","0.690482118222647","0.615749789768788","0.765214446676507"
"Limited","2011","no migration background","in school","11","","",""
"Limited","2011","no migration background","inadequately","23","","",""
"Limited","2011","no migration background","general elemantary","293","0.416222259519733","0.379964135213965","0.452480383825501"
"Limited","2011","no migration background","middle vocational","746","0.130274987523453","0.121864403890981","0.138685571155924"
"Limited","2011","no migration background","vocational + Abi","119","0.114640674373873","0.0951084460550291","0.134172902692717"
"Limited","2011","no migration background","higher vocational","64","0.0766507043174591","0.0596347472589568","0.0936666613759614"
"Limited","2011","no migration background","higher education","364","0.122982312423926","0.111631797226839","0.134332827621013"
"Limited","2011","direct migration background","in school","","","",""
"Limited","2011","direct migration background","inadequately","9","","",""
"Limited","2011","direct migration background","general elemantary","46","0.170649950531836","0.123542774543763","0.217757126519908"
"Limited","2011","direct migration background","middle vocational","98","0.17710583536743","0.146710971287812","0.207500699447048"
"Limited","2011","direct migration background","vocational + Abi","24","","",""
"Limited","2011","direct migration background","higher vocational","6","","",""
"Limited","2011","direct migration background","higher education","66","0.14387248791693","0.105479343858411","0.182265631975449"
"Limited","2011","indirect migration background","in school","2","","",""
"Limited","2011","indirect migration background","inadequately","3","","",""
"Limited","2011","indirect migration background","general elemantary","44","0.486700653527047","0.389702308266231","0.583698998787864"
"Limited","2011","indirect migration background","middle vocational","66","0.233697997714571","0.188177549982817","0.279218445446325"
"Limited","2011","indirect migration background","vocational + Abi","9","","",""
"Limited","2011","indirect migration background","higher vocational","3","","",""
"Limited","2011","indirect migration background","higher education","25","","",""
"Permanent","2012","no migration background","in school","15","","",""
"Permanent","2012","no migration background","inadequately","46","0.745461028588089","0.646213009884695","0.844709047291484"
"Permanent","2012","no migration background","general elemantary","404","0.624059319965851","0.588228880651631","0.65988975928007"
"Permanent","2012","no migration background","middle vocational","5314","0.870879128470143","0.862482570003216","0.879275686937069"
"Permanent","2012","no migration background","vocational + Abi","909","0.859427787966793","0.838231863385717","0.880623712547868"
"Permanent","2012","no migration background","higher vocational","856","0.930864805443232","0.914391460117202","0.947338150769263"
"Permanent","2012","no migration background","higher education","2748","0.86594431570885","0.85396986787605","0.87791876354165"
"Permanent","2012","direct migration background","in school","","","",""
"Permanent","2012","direct migration background","inadequately","40","0.753901413299579","0.636828006128122","0.870974820471037"
"Permanent","2012","direct migration background","general elemantary","223","0.816246175204184","0.771124662947928","0.86136768746044"
"Permanent","2012","direct migration background","middle vocational","513","0.838533611922317","0.809499615964243","0.86756760788039"
"Permanent","2012","direct migration background","vocational + Abi","180","0.891135940750195","0.849109645699149","0.933162235801241"
"Permanent","2012","direct migration background","higher vocational","50","0.897514505709396","0.817361708250689","0.977667303168103"
"Permanent","2012","direct migration background","higher education","270","0.81077920823777","0.768960667904408","0.852597748571133"
"Permanent","2012","indirect migration background","in school","7","","",""
"Permanent","2012","indirect migration background","inadequately","12","","",""
"Permanent","2012","indirect migration background","general elemantary","65","0.541634501421586","0.452485478308301","0.630783524534871"
"Permanent","2012","indirect migration background","middle vocational","258","0.73268109437059","0.684713653965369","0.780648534775811"
"Permanent","2012","indirect migration background","vocational + Abi","57","0.771128127149291","0.67127696621769","0.870979288080892"
"Permanent","2012","indirect migration background","higher vocational","42","0.950722835134319","0.886768266814593","1.01467740345405"
"Permanent","2012","indirect migration background","higher education","121","0.73013486052142","0.657125447874897","0.803144273167942"
"Limited","2012","no migration background","in school","12","","",""
"Limited","2012","no migration background","inadequately","28","","",""
"Limited","2012","no migration background","general elemantary","298","0.375940680034149","0.34011024071993","0.411771119348369"
"Limited","2012","no migration background","middle vocational","813","0.129120871529857","0.120724313062931","0.137517429996784"
"Limited","2012","no migration background","vocational + Abi","124","0.140572212033207","0.119376287452132","0.161768136614283"
"Limited","2012","no migration background","higher vocational","55","0.0691351945567675","0.0526618492307368","0.0856085398827982"
"Limited","2012","no migration background","higher education","362","0.13405568429115","0.12208123645835","0.14603013212395"
"Limited","2012","direct migration background","in school","1","","",""
"Limited","2012","direct migration background","inadequately","12","","",""
"Limited","2012","direct migration background","general elemantary","60","0.183753824795816","0.13863231253956","0.228875337052072"
"Limited","2012","direct migration background","middle vocational","104","0.161466388077683","0.13243239211961","0.190500384035757"
"Limited","2012","direct migration background","vocational + Abi","31","0.108864059249805","0.0668377641987586","0.150890354300851"
"Limited","2012","direct migration background","higher vocational","5","","",""
"Limited","2012","direct migration background","higher education","67","0.18922079176223","0.147402251428867","0.231039332095592"
"Limited","2012","indirect migration background","in school","2","","",""
"Limited","2012","indirect migration background","inadequately","4","","",""
"Limited","2012","indirect migration background","general elemantary","55","0.458365498578414","0.369216475465129","0.547514521691699"
"Limited","2012","indirect migration background","middle vocational","69","0.26731890562941","0.219351465224189","0.315286346034631"
"Limited","2012","indirect migration background","vocational + Abi","11","","",""
"Limited","2012","indirect migration background","higher vocational","2","","",""
"Limited","2012","indirect migration background","higher education","21","","",""
"Permanent","2013","no migration background","in school","23","","",""
"Permanent","2013","no migration background","inadequately","39","0.671482862096894","0.555505213860595","0.787460510333193"
"Permanent","2013","no migration background","general elemantary","394","0.623270727626778","0.586850162253785","0.65969129299977"
"Permanent","2013","no migration background","middle vocational","5019","0.868382950139092","0.859678665371967","0.877087234906216"
"Permanent","2013","no migration background","vocational + Abi","884","0.883154510511635","0.863194495092423","0.903114525930848"
"Permanent","2013","no migration background","higher vocational","792","0.922998137687631","0.905054884234788","0.940941391140475"
"Permanent","2013","no migration background","higher education","2616","0.861152243310208","0.848766228488946","0.87353825813147"
"Permanent","2013","direct migration background","in school","7","","",""
"Permanent","2013","direct migration background","inadequately","101","0.784719220355208","0.715894004641283","0.853544436069133"
"Permanent","2013","direct migration background","general elemantary","486","0.798450184101242","0.768408939538996","0.828491428663488"
"Permanent","2013","direct migration background","middle vocational","1036","0.801550337776236","0.779726790407468","0.823373885145004"
"Permanent","2013","direct migration background","vocational + Abi","420","0.867002210150838","0.837617478923082","0.896386941378593"
"Permanent","2013","direct migration background","higher vocational","61","0.847877673279898","0.761233531846031","0.934521814713766"
"Permanent","2013","direct migration background","higher education","633","0.793321086026126","0.76529686877068","0.821345303281573"
"Permanent","2013","indirect migration background","in school","9","","",""
"Permanent","2013","indirect migration background","inadequately","11","","",""
